Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,isolate
SRR15884848,AMPLICON,407,11092700,PRJNA763023,SAMN21420736,Metagenome or environmental,6122489,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175488,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_6,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_6,SRP336949,oControl_6
SRR15884849,AMPLICON,399,11854587,PRJNA763023,SAMN21420735,Metagenome or environmental,7317235,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175487,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_69,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_69,SRP336949,oControl_69
SRR15884850,AMPLICON,401,9364156,PRJNA763023,SAMN21420734,Metagenome or environmental,5621223,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175486,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_68,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_68,SRP336949,oControl_68
SRR15884851,AMPLICON,407,6570601,PRJNA763023,SAMN21420733,Metagenome or environmental,3525738,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175485,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_67,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_67,SRP336949,oControl_67
SRR15884852,AMPLICON,402,13435562,PRJNA763023,SAMN21420732,Metagenome or environmental,8111323,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175484,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_66,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_66,SRP336949,oControl_66
SRR15884853,AMPLICON,411,17685515,PRJNA763023,SAMN21420731,Metagenome or environmental,10680064,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175483,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_65,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_65,SRP336949,oControl_65
SRR15884854,AMPLICON,406,9354159,PRJNA763023,SAMN21420730,Metagenome or environmental,5917914,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175482,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_64,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_64,SRP336949,oControl_64
SRR15884855,AMPLICON,400,13305381,PRJNA763023,SAMN21420729,Metagenome or environmental,8247808,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175481,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_63,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_63,SRP336949,oControl_63
SRR15884856,AMPLICON,408,12969579,PRJNA763023,SAMN21420728,Metagenome or environmental,8088534,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175480,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_62,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_62,SRP336949,oControl_62
SRR15884857,AMPLICON,401,10030447,PRJNA763023,SAMN21420727,Metagenome or environmental,6212483,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175479,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_61,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_61,SRP336949,oControl_61
SRR15884858,AMPLICON,403,15788046,PRJNA763023,SAMN21420583,Metagenome or environmental,8182735,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175478,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_115,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_115,SRP336949,oControl_115
SRR15884859,AMPLICON,409,10769137,PRJNA763023,SAMN21420726,Metagenome or environmental,6023269,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175477,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_60,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_60,SRP336949,oControl_60
SRR15884860,AMPLICON,399,14306339,PRJNA763023,SAMN21420725,Metagenome or environmental,7548084,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175476,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_5,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_5,SRP336949,oControl_5
SRR15884861,AMPLICON,412,10609439,PRJNA763023,SAMN21420724,Metagenome or environmental,6493808,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175475,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_59,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_59,SRP336949,oControl_59
SRR15884862,AMPLICON,406,15149979,PRJNA763023,SAMN21420723,Metagenome or environmental,9450147,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175474,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_58,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_58,SRP336949,oControl_58
SRR15884863,AMPLICON,384,14025719,PRJNA763023,SAMN21420722,Metagenome or environmental,9804315,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175473,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_57,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_57,SRP336949,oControl_57
SRR15884864,AMPLICON,408,14756956,PRJNA763023,SAMN21420721,Metagenome or environmental,8990993,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175472,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_56,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_56,SRP336949,oControl_56
SRR15884865,AMPLICON,403,12580591,PRJNA763023,SAMN21420720,Metagenome or environmental,7731181,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175471,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_55,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_55,SRP336949,oControl_55
SRR15884866,AMPLICON,403,11389018,PRJNA763023,SAMN21420719,Metagenome or environmental,7142684,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175470,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_54,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_54,SRP336949,oControl_54
SRR15884867,AMPLICON,395,15419909,PRJNA763023,SAMN21420718,Metagenome or environmental,9675361,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175469,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_53,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_53,SRP336949,oControl_53
SRR15884868,AMPLICON,414,17200416,PRJNA763023,SAMN21420717,Metagenome or environmental,10432270,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175468,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_52,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_52,SRP336949,oControl_52
SRR15884869,AMPLICON,397,14514496,PRJNA763023,SAMN21420582,Metagenome or environmental,8149411,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175467,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_114,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_114,SRP336949,oControl_114
SRR15884870,AMPLICON,401,23808925,PRJNA763023,SAMN21420716,Metagenome or environmental,14840400,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175466,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_51,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_51,SRP336949,oControl_51
SRR15884871,AMPLICON,404,17717813,PRJNA763023,SAMN21420715,Metagenome or environmental,11012374,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175465,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_50,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_50,SRP336949,oControl_50
SRR15884872,AMPLICON,401,11321537,PRJNA763023,SAMN21420714,Metagenome or environmental,6330027,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175464,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_4,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_4,SRP336949,oControl_4
SRR15884873,AMPLICON,404,10625366,PRJNA763023,SAMN21420713,Metagenome or environmental,6522164,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175463,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_49,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_49,SRP336949,oControl_49
SRR15884874,AMPLICON,403,18721490,PRJNA763023,SAMN21420712,Metagenome or environmental,11349015,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175462,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_48,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_48,SRP336949,oControl_48
SRR15884875,AMPLICON,398,9047369,PRJNA763023,SAMN21420711,Metagenome or environmental,4541307,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175461,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_47,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_47,SRP336949,oControl_47
SRR15884876,AMPLICON,407,14576070,PRJNA763023,SAMN21420710,Metagenome or environmental,7610126,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175460,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_46,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_46,SRP336949,oControl_46
SRR15884877,AMPLICON,412,11373435,PRJNA763023,SAMN21420709,Metagenome or environmental,6029181,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175459,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_45,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_45,SRP336949,oControl_45
SRR15884878,AMPLICON,417,8774106,PRJNA763023,SAMN21420708,Metagenome or environmental,4485753,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175458,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_44,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_44,SRP336949,oControl_44
SRR15884879,AMPLICON,407,21911664,PRJNA763023,SAMN21420707,Metagenome or environmental,11013943,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175457,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_43,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_43,SRP336949,oControl_43
SRR15884880,AMPLICON,406,12693914,PRJNA763023,SAMN21420581,Metagenome or environmental,6027613,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175456,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_113,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_113,SRP336949,oControl_113
SRR15884881,AMPLICON,409,11529961,PRJNA763023,SAMN21420706,Metagenome or environmental,6051817,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175455,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_42,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_42,SRP336949,oControl_42
SRR15884882,AMPLICON,406,5920900,PRJNA763023,SAMN21420705,Metagenome or environmental,3078711,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175454,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_41,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_41,SRP336949,oControl_41
SRR15884883,AMPLICON,403,12953567,PRJNA763023,SAMN21420704,Metagenome or environmental,6836709,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175453,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_40,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_40,SRP336949,oControl_40
SRR15884884,AMPLICON,404,12023840,PRJNA763023,SAMN21420703,Metagenome or environmental,6694039,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175452,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_3,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_3,SRP336949,oControl_3
SRR15884885,AMPLICON,414,9999435,PRJNA763023,SAMN21420702,Metagenome or environmental,5299743,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175451,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_39,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_39,SRP336949,oControl_39
SRR15884886,AMPLICON,413,12959291,PRJNA763023,SAMN21420701,Metagenome or environmental,6908100,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175450,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_38,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_38,SRP336949,oControl_38
SRR15884887,AMPLICON,412,12013483,PRJNA763023,SAMN21420700,Metagenome or environmental,6118861,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175449,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_37,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_37,SRP336949,oControl_37
SRR15884888,AMPLICON,411,10307022,PRJNA763023,SAMN21420699,Metagenome or environmental,5298880,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175448,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_36,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_36,SRP336949,oControl_36
SRR15884889,AMPLICON,412,13037582,PRJNA763023,SAMN21420698,Metagenome or environmental,7042461,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175447,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_35,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_35,SRP336949,oControl_35
SRR15884890,AMPLICON,400,10590574,PRJNA763023,SAMN21420697,Metagenome or environmental,5559373,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175446,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_34,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_34,SRP336949,oControl_34
SRR15884891,AMPLICON,398,16804279,PRJNA763023,SAMN21420580,Metagenome or environmental,8565929,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175445,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_112,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_112,SRP336949,oControl_112
SRR15884892,AMPLICON,409,11166386,PRJNA763023,SAMN21420696,Metagenome or environmental,5689861,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175444,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_33,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_33,SRP336949,oControl_33
SRR15884893,AMPLICON,416,11056870,PRJNA763023,SAMN21420695,Metagenome or environmental,5697555,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175443,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_32,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_32,SRP336949,oControl_32
SRR15884894,AMPLICON,405,11342645,PRJNA763023,SAMN21420694,Metagenome or environmental,5661678,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175442,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_31,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_31,SRP336949,oControl_31
SRR15884895,AMPLICON,412,11451692,PRJNA763023,SAMN21420693,Metagenome or environmental,5749062,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175441,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_30,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_30,SRP336949,oControl_30
SRR15884896,AMPLICON,398,14575087,PRJNA763023,SAMN21420692,Metagenome or environmental,7261974,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175440,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_2,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_2,SRP336949,oControl_2
SRR15884897,AMPLICON,410,14068174,PRJNA763023,SAMN21420691,Metagenome or environmental,7101351,LC-BIO TECHNOLOGY CO,2018-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12175439,China,Asia,China:Shanghai,Homo sapiens,Illumina NovaSeq 6000,intestinal fecal,31 N 121 E,oControl_29,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-10-24T00:00:00Z,2021-09-14T08:43:00Z,1,oControl_29,SRP336949,oControl_29
